workclass,education,age,gender
 Local-gov, Masters,46, Female
 Local-gov, Bachelors,41, Female
 ?, Some-college,29, Female
 Private, Some-college,28, Female
 Private, Some-college,23, Male
 Federal-gov, Bachelors,30, Female
 Private, Bachelors,44, Female
 Private, HS-grad,27, Male
 Private, HS-grad,25, Female
 Private, 10th,29, Male
 Private, HS-grad,54, Male
 Private, Bachelors,27, Male
 Private, HS-grad,34, Male
 Private, Some-college,38, Male
 ?, HS-grad,24, Female
 Private, Masters,56, Female
 Self-emp-inc, HS-grad,35, Male
 ?, Assoc-voc,23, Female
 Private, Some-college,23, Male
 Private, Some-college,19, Female
 Private, Prof-school,42, Male
 Private, Bachelors,46, Male
 Self-emp-inc, HS-grad,48, Female
 Private, HS-grad,27, Male
 ?, Assoc-acdm,22, Male
 Self-emp-inc, Some-college,49, Male
 Private, Some-college,23, Male
 Private, HS-grad,24, Male
 Private, HS-grad,34, Male
 Federal-gov, HS-grad,25, Male
 Self-emp-not-inc, Some-college,33, Male
 Private, Assoc-acdm,22, Female
 Local-gov, HS-grad,54, Female
 Self-emp-inc, Masters,39, Female
 Private, Bachelors,25, Female
 Self-emp-inc, HS-grad,75, Male
 Self-emp-not-inc, HS-grad,28, Male
 Private, Bachelors,50, Female
 Self-emp-not-inc, Bachelors,62, Male
 Private, HS-grad,40, Male
 Local-gov, Bachelors,58, Female
 Federal-gov, Assoc-acdm,24, Female
 Private, HS-grad,21, Female
 Private, Bachelors,40, Male
 Private, Assoc-voc,45, Male
 Private, HS-grad,48, Male
 Private, HS-grad,34, Male
 Private, HS-grad,23, Female
 Local-gov, Masters,43, Female
 Local-gov, Some-college,42, Male
 Self-emp-not-inc, Bachelors,39, Male
 Self-emp-inc, HS-grad,52, Male
 ?, Some-college,21, Female
 Self-emp-not-inc, Bachelors,56, Female
 Federal-gov, HS-grad,48, Female
 Self-emp-not-inc, HS-grad,37, Female
 Private, HS-grad,25, Male
 Private, Bachelors,40, Male
 Private, 11th,34, Male
 Private, HS-grad,52, Male
 Private, Bachelors,41, Male
 Local-gov, HS-grad,36, Male
 Private, Assoc-voc,21, Male
 Private, Bachelors,28, Female
 Self-emp-not-inc, Bachelors,31, Male
 Private, Some-college,20, Male
 Private, HS-grad,68, Male
 Private, HS-grad,35, Male
 Private, HS-grad,32, Male
 Private, Masters,64, Male
 Private, 10th,17, Female
 Private, Bachelors,25, Male
 ?, HS-grad,74, Female
 Private, Assoc-voc,31, Male
 State-gov, Doctorate,51, Male
 Private, HS-grad,67, Male
 Private, HS-grad,42, Male
 Private, HS-grad,29, Male
 Private, HS-grad,31, Male
 Private, HS-grad,21, Male
 Private, 10th,67, Male
 State-gov, HS-grad,41, Male
 Private, Bachelors,27, Female
 Private, 12th,51, Male
 ?, 11th,21, Female
 Private, HS-grad,28, Male
 Private, Some-college,21, Male
 Private, Assoc-voc,28, Male
 Private, HS-grad,29, Male
 Self-emp-inc, HS-grad,39, Male
 Private, Bachelors,21, Male
 Private, Assoc-voc,43, Male
 Self-emp-not-inc, HS-grad,44, Male
 Private, 11th,28, Male
 Private, 9th,31, Male
 ?, HS-grad,18, Male
 Private, Some-college,27, Female
 State-gov, Some-college,34, Male
 Private, HS-grad,25, Male
 Private, Bachelors,34, Male
 Local-gov, HS-grad,43, Male
 Self-emp-inc, Masters,40, Male
 Private, HS-grad,21, Female
 Private, Some-college,25, Female
 Private, HS-grad,21, Female
 Self-emp-not-inc, Some-college,19, Male
 Self-emp-inc, Assoc-acdm,49, Male
 Private, Some-college,20, Male
 Private, 11th,36, Male
 Private, Some-college,32, Female
 Private, Some-college,23, Male
 Private, Some-college,21, Male
 Private, Bachelors,25, Male
 Private, 5th-6th,26, Male
 Private, Bachelors,24, Female
 Private, Some-college,22, Female
 Private, HS-grad,26, Female
 Private, 9th,22, Male
 Local-gov, Bachelors,41, Male
 Private, HS-grad,18, Female
 Private, Bachelors,24, Male
 Private, HS-grad,38, Male
 Private, Bachelors,36, Female
 Local-gov, Masters,45, Female
 Local-gov, Some-college,38, Male
 Private, HS-grad,38, Male
 Self-emp-not-inc, HS-grad,34, Male
 Local-gov, Assoc-acdm,53, Male
 Private, Assoc-voc,32, Female
 Private, 11th,17, Female
 State-gov, Bachelors,45, Male
 Local-gov, HS-grad,31, Male
 State-gov, Doctorate,47, Male
 Private, HS-grad,27, Male
 Federal-gov, Some-college,61, Female
 Private, HS-grad,33, Male
 Private, HS-grad,67, Female
 Private, Bachelors,38, Male
 Private, HS-grad,25, Female
 Local-gov, 5th-6th,33, Female
 Private, HS-grad,27, Female
 Private, HS-grad,45, Male
 Private, Bachelors,24, Female
 Private, Assoc-voc,23, Male
 Private, Some-college,48, Female
 Federal-gov, Some-college,61, Male
 Private, HS-grad,22, Female
 Private, Assoc-voc,34, Female
 Private, HS-grad,32, Male
 Federal-gov, Some-college,35, Female
 Private, 10th,36, Male
 Private, HS-grad,24, Male
 Private, 9th,60, Male
 ?, Bachelors,28, Female
 Private, HS-grad,64, Male
 Private, HS-grad,22, Female
 Private, 5th-6th,27, Female
 State-gov, Some-college,36, Male
 Private, HS-grad,27, Female
 Private, Some-college,52, Female
 Self-emp-not-inc, HS-grad,57, Male
 Private, Some-college,23, Male
 Self-emp-not-inc, HS-grad,29, Male
 Private, HS-grad,34, Male
 Private, HS-grad,38, Female
 Self-emp-not-inc, HS-grad,50, Male
 Private, 11th,50, Male
 Self-emp-not-inc, Bachelors,51, Female
 Self-emp-inc, 10th,17, Male
 Private, 11th,25, Female
 Private, HS-grad,19, Male
 Self-emp-not-inc, HS-grad,43, Male
 Private, Some-college,59, Male
 Private, Masters,39, Male
 Private, 9th,18, Male
 Private, Masters,27, Female
 Private, Assoc-voc,39, Male
 Private, Bachelors,44, Male
 Private, HS-grad,19, Female
 Local-gov, HS-grad,32, Male
 Private, HS-grad,48, Male
 Private, Assoc-acdm,46, Male
 Private, 11th,65, Female
 Self-emp-inc, Bachelors,57, Male
 Private, HS-grad,48, Female
 Private, 7th-8th,46, Male
 Private, 10th,27, Male
 Local-gov, Some-college,29, Male
 ?, HS-grad,21, Female
 ?, Some-college,20, Female
 ?, HS-grad,51, Male
 Self-emp-inc, Some-college,35, Male
 Self-emp-not-inc, HS-grad,29, Male
 Local-gov, Some-college,30, Male
 Private, HS-grad,65, Female
 ?, HS-grad,20, Female
 Federal-gov, Some-college,47, Male
 Private, HS-grad,41, Male
 Private, 9th,17, Female
 Local-gov, 5th-6th,38, Male
 Local-gov, Masters,38, Male
 Self-emp-not-inc, HS-grad,39, Female
 ?, HS-grad,24, Female
 Private, 10th,52, Male
 Self-emp-not-inc, Some-college,46, Male
 Private, Bachelors,22, Female
 Private, Masters,56, Male
 Self-emp-not-inc, 11th,37, Female
 Private, Bachelors,59, Male
 Self-emp-not-inc, 11th,19, Male
 Private, 9th,31, Male
 Private, Some-college,22, Male
 Self-emp-not-inc, Doctorate,48, Female
 Self-emp-inc, Bachelors,63, Male
 Private, HS-grad,33, Male
 Private, HS-grad,53, Male
 Private, Assoc-voc,38, Male
 Private, Assoc-acdm,39, Male
 Private, Prof-school,59, Male
 Private, HS-grad,45, Male
 Private, Some-college,39, Female
 State-gov, HS-grad,60, Female
 Private, Bachelors,38, Female
 Private, HS-grad,31, Male
 Self-emp-not-inc, Bachelors,61, Male
 ?, Bachelors,66, Male
 Private, Bachelors,26, Male
 Self-emp-inc, Prof-school,60, Male
 ?, 7th-8th,68, Female
 Private, Some-college,32, Male
 Local-gov, Bachelors,25, Female
 Local-gov, HS-grad,43, Male
 ?, Bachelors,26, Male
 Private, Masters,55, Male
 Private, 10th,66, Female
 Private, HS-grad,31, Male
 Private, 5th-6th,35, Male
 Self-emp-inc, Prof-school,58, Male
 Private, Masters,56, Male
 Private, Some-college,22, Male
 Local-gov, Bachelors,46, Male
 Private, Some-college,33, Female
 State-gov, Masters,26, Male
 Self-emp-not-inc, Bachelors,42, Male
 Private, HS-grad,45, Female
 Private, Some-college,43, Female
 Private, 11th,19, Male
 Private, Bachelors,27, Female
 Private, HS-grad,51, Male
 Private, HS-grad,42, Male
 Self-emp-not-inc, Some-college,43, Male
 Private, Bachelors,38, Male
 Private, HS-grad,44, Female
 Private, HS-grad,36, Male
 Private, HS-grad,37, Female
 Private, Bachelors,29, Male
 ?, HS-grad,53, Female
 Self-emp-not-inc, Bachelors,42, Male
 Private, Some-college,80, Female
 Private, 11th,61, Male
 Private, Some-college,55, Male
 Private, Some-college,20, Female
 Private, HS-grad,23, Male
 Federal-gov, Some-college,48, Male
 Private, Bachelors,24, Female
 State-gov, HS-grad,71, Male
 Private, 11th,49, Female
 Federal-gov, HS-grad,39, Male
 Private, Bachelors,22, Female
 Federal-gov, Bachelors,67, Female
 Private, HS-grad,18, Female
 Private, Bachelors,38, Male
 ?, 7th-8th,38, Male
 Private, HS-grad,50, Female
 Self-emp-not-inc, Assoc-acdm,56, Female
 Private, Some-college,23, Female
 Private, Some-college,26, Male
 Private, HS-grad,32, Male
 Private, Bachelors,44, Male
 Private, HS-grad,27, Female
 Local-gov, Some-college,40, Male
 Private, Assoc-acdm,43, Male
 State-gov, Some-college,31, Male
 Private, Some-college,57, Male
 Private, Bachelors,25, Male
 Private, Assoc-voc,22, Female
 Local-gov, Assoc-voc,20, Female
 Private, HS-grad,27, Female
 Private, Some-college,39, Female
 State-gov, Masters,27, Male
 Local-gov, HS-grad,41, Male
 Local-gov, Bachelors,31, Male
 Private, Assoc-acdm,41, Male
 Private, Bachelors,25, Male
 State-gov, Assoc-acdm,29, Male
 Private, HS-grad,22, Male
 Private, 7th-8th,62, Male
 Federal-gov, HS-grad,29, Female
 Private, Some-college,44, Female
 Private, Bachelors,32, Female
 ?, HS-grad,19, Female
 Private, Assoc-voc,20, Female
 State-gov, Some-college,65, Male
 Private, HS-grad,24, Female
 Self-emp-not-inc, Masters,37, Male
 Local-gov, HS-grad,43, Female
 Self-emp-not-inc, Bachelors,38, Female
 Private, Assoc-acdm,28, Female
 Private, HS-grad,33, Male
 Private, HS-grad,32, Female
 Private, Masters,38, Male
 Private, Some-college,33, Female
 Self-emp-not-inc, Bachelors,42, Male
 Private, HS-grad,27, Male
 Private, HS-grad,41, Male
 Local-gov, Masters,47, Male
 Private, 11th,55, Male
 Self-emp-not-inc, Some-college,30, Male
 Private, Some-college,54, Female
 Private, Bachelors,40, Male
 Private, HS-grad,21, Female
 Private, Bachelors,34, Female
 Private, Bachelors,30, Male
 Private, Some-college,31, Female
 Private, HS-grad,22, Male
 Private, HS-grad,37, Male
 ?, 9th,41, Female
 Local-gov, Masters,52, Female
 Self-emp-inc, Some-college,57, Male
 Private, Some-college,48, Female
 Private, HS-grad,58, Male
 Self-emp-not-inc, 9th,35, Male
 Private, HS-grad,40, Female
 Private, HS-grad,30, Female
 Self-emp-not-inc, HS-grad,26, Male
 Self-emp-not-inc, HS-grad,46, Male
 Federal-gov, Some-college,26, Male
 Federal-gov, Bachelors,50, Female
 Private, HS-grad,22, Male
 Private, Masters,36, Female
 Private, HS-grad,30, Male
 Private, Assoc-acdm,58, Male
 ?, 11th,17, Male
 Private, Assoc-voc,72, Female
 Private, HS-grad,19, Female
 Private, 7th-8th,29, Female
 ?, HS-grad,20, Female
 Private, Some-college,30, Male
 Self-emp-not-inc, Some-college,47, Female
 Private, Some-college,51, Male
 Private, 10th,26, Male
 Private, Some-college,24, Male
 Private, Masters,44, Male
 Private, HS-grad,43, Male
 Private, Bachelors,35, Male
 Private, HS-grad,51, Male
 Private, HS-grad,41, Male
 Private, Some-college,38, Female
 State-gov, HS-grad,39, Female
 Private, 10th,54, Female
 Private, HS-grad,62, Male
 Private, Doctorate,45, Male
 Private, HS-grad,30, Female
 Private, HS-grad,32, Male
 Self-emp-not-inc, HS-grad,23, Female
 Local-gov, Assoc-voc,84, Female
 Private, Bachelors,46, Male
 Local-gov, Masters,67, Female
 Private, Bachelors,29, Male
 Private, Assoc-voc,33, Male
 Private, Some-college,23, Male
 ?, HS-grad,63, Male
 ?, HS-grad,55, Female
 State-gov, Prof-school,42, Female
 Private, 11th,17, Female
 Private, 5th-6th,60, Male
 Private, 12th,31, Male
 Private, 7th-8th,28, Male
 Private, 9th,31, Male
 ?, Bachelors,65, Male
 Private, Bachelors,31, Male
 Private, HS-grad,61, Female
 State-gov, Prof-school,43, Male
 State-gov, Some-college,40, Female
 Private, HS-grad,39, Male
 Local-gov, Some-college,37, Female
 Private, Some-college,47, Male
 Federal-gov, Some-college,45, Male
 Private, HS-grad,30, Male
 Self-emp-not-inc, Prof-school,30, Male
 Private, Some-college,49, Male
 Local-gov, HS-grad,51, Male
 Private, Bachelors,31, Female
 Self-emp-inc, Bachelors,48, Female
 Private, Some-college,20, Female
 Private, HS-grad,32, Male
 ?, Some-college,31, Female
 Private, HS-grad,19, Male
 Private, Masters,50, Female
 Private, HS-grad,33, Male
 ?, Bachelors,25, Male
 Private, HS-grad,49, Male
 Private, Some-college,30, Male
 Private, Bachelors,23, Male
 Private, Doctorate,44, Female
 Private, Assoc-voc,24, Male
 Private, Assoc-voc,28, Female
 Private, HS-grad,56, Female
 Private, HS-grad,38, Female
 Private, Some-college,20, Female
 Private, HS-grad,82, Female
 Federal-gov, Bachelors,52, Male
 Private, Some-college,32, Male
 Private, Assoc-voc,37, Female
 Private, Bachelors,36, Male
 Private, Bachelors,39, Male
 Private, HS-grad,30, Male
 Local-gov, HS-grad,49, Male
 Local-gov, Assoc-voc,40, Female
 Private, 11th,42, Male
 Private, Bachelors,35, Male
 Private, HS-grad,39, Female
 Local-gov, Assoc-voc,32, Male
 Private, 11th,22, Male
 Local-gov, Some-college,53, Female
 Private, HS-grad,25, Male
 Never-worked, 10th,17, Male
 Private, HS-grad,44, Male
 Private, Masters,52, Male
 State-gov, HS-grad,42, Male
 Private, 11th,34, Male
 Private, Some-college,27, Male
 Private, HS-grad,37, Male
 State-gov, Masters,39, Female
 Private, HS-grad,26, Male
 Private, Masters,48, Female
 Private, HS-grad,57, Female
 Self-emp-not-inc, Assoc-voc,36, Male
 Private, Bachelors,27, Female
 Private, 11th,17, Male
 Private, 5th-6th,30, Male
 Private, Assoc-voc,37, Female
 Local-gov, Bachelors,31, Female
 Private, Assoc-acdm,23, Female
 Private, 10th,32, Male
 Private, HS-grad,58, Male
 Private, HS-grad,31, Female
 Private, Bachelors,44, Male
 Federal-gov, Bachelors,39, Female
 Private, HS-grad,59, Male
 Private, Bachelors,42, Male
 Private, HS-grad,45, Male
 Private, HS-grad,20, Male
 Private, HS-grad,35, Male
 Private, Assoc-acdm,50, Male
 Private, HS-grad,56, Male
 Private, Assoc-voc,48, Male
 Self-emp-not-inc, Masters,58, Female
 Private, Assoc-voc,32, Male
 Private, Some-college,23, Female
 Private, HS-grad,48, Male
 Private, HS-grad,33, Male
 Private, Bachelors,48, Female
 Private, HS-grad,55, Female
 Local-gov, Assoc-voc,40, Female
 Private, Some-college,50, Male
 Self-emp-not-inc, 10th,52, Male
 Private, HS-grad,19, Female
 Self-emp-not-inc, 10th,55, Male
 Self-emp-not-inc, Prof-school,36, Male
 Private, Bachelors,39, Female
 Private, Some-college,22, Female
 Private, Bachelors,44, Male
 Private, HS-grad,34, Male
 Private, Some-college,33, Male
 Private, Masters,55, Female
 Private, Masters,35, Male
 Private, 11th,50, Female
 Private, Some-college,43, Female
 Private, Assoc-voc,29, Male
 Private, Some-college,56, Male
 Private, Bachelors,33, Male
 Private, HS-grad,24, Male
 Private, Assoc-voc,46, Female
 Self-emp-inc, HS-grad,60, Female
 Self-emp-inc, Masters,48, Male
 Local-gov, 11th,65, Male
 Private, HS-grad,29, Male
 Private, HS-grad,42, Male
 Private, Prof-school,44, Male
 Self-emp-not-inc, Some-college,73, Male
 Private, Some-college,21, Female
 Self-emp-inc, HS-grad,32, Male
 Federal-gov, Masters,43, Male
 Private, HS-grad,21, Male
 Private, Some-college,30, Male
 Private, Bachelors,54, Male
 Private, Some-college,19, Female
 State-gov, Some-college,55, Female
 Private, Some-college,20, Female
 Private, Bachelors,53, Male
 Private, Masters,51, Male
 Private, HS-grad,33, Male
 Private, Some-college,62, Female
 Self-emp-not-inc, HS-grad,24, Male
 Self-emp-inc, 9th,17, Female
 Private, Some-college,26, Female
 Private, HS-grad,36, Male
 Private, 10th,32, Female
 Private, Doctorate,58, Male
 Private, Bachelors,38, Male
 Private, HS-grad,72, Male
 Federal-gov, HS-grad,26, Female
 ?, HS-grad,45, Female
 ?, Assoc-voc,72, Female
 Private, Some-college,60, Male
 Private, HS-grad,27, Male
 Private, Assoc-voc,38, Male
 Self-emp-inc, Some-college,37, Male
 Private, Some-college,28, Male
 Self-emp-inc, Bachelors,38, Male
 Private, HS-grad,29, Male
 Private, HS-grad,19, Female
 Private, Bachelors,28, Male
 ?, Bachelors,70, Female
 Self-emp-not-inc, HS-grad,40, Male
 Private, Assoc-voc,26, Male
 Private, Assoc-acdm,43, Male
 Private, Some-college,29, Female
 Federal-gov, Some-college,25, Male
 Private, HS-grad,29, Male
 Private, 1st-4th,60, Male
 Private, Bachelors,31, Female
 Local-gov, 7th-8th,51, Male
 Private, Some-college,18, Female
 Private, Bachelors,36, Male
 Private, Bachelors,35, Male
 Private, Bachelors,48, Male
 Self-emp-not-inc, 7th-8th,78, Male
 Private, Bachelors,72, Male
 Private, Some-college,24, Male
 ?, 11th,58, Male
 Private, 11th,36, Male
 Private, Some-college,48, Male
 Private, HS-grad,28, Female
 Private, Masters,26, Female
 Private, Bachelors,29, Female
 Private, 5th-6th,47, Male
 Private, Bachelors,50, Female
 Federal-gov, 5th-6th,35, Male
 Private, 11th,17, Male
 Private, Some-college,41, Male
 Private, HS-grad,37, Male
 Local-gov, HS-grad,35, Male
 Private, 7th-8th,56, Male
 Private, Some-college,23, Male
 Private, Assoc-acdm,33, Female
 Self-emp-inc, HS-grad,79, Male
 Private, Bachelors,28, Male
 Private, 11th,55, Female
 State-gov, Masters,59, Male
 Private, Bachelors,22, Female
 Private, 11th,19, Female
 Private, 5th-6th,41, Male
 Private, Assoc-voc,32, Male
 ?, 7th-8th,67, Male
 Private, HS-grad,45, Female
 Private, 5th-6th,61, Female
 Private, Bachelors,34, Female
 Self-emp-not-inc, Assoc-voc,43, Male
 Private, Bachelors,38, Male
 Private, Doctorate,35, Male
 Private, HS-grad,65, Male
 Private, Bachelors,24, Male
 Private, HS-grad,37, Male
 Self-emp-not-inc, Some-college,34, Male
 Private, HS-grad,42, Male
 Private, 7th-8th,18, Female
 Federal-gov, Some-college,43, Female
 Private, Some-college,31, Male
 Private, Some-college,19, Female
